,entity,frequency
10558,first,477
10559,norah,2
10560,4,163
10561,saturday 1 august,1
10562,1 august,1
10563,425,1
10564,bruton,3
10565,this morning,43
10566,janrynne cllireland,1
10567,worldleukemiaday,2
10568,september,35
10569,only one month,1
10570,4th,19
10571,september,35
10572,stephen opat,1
10573,new zanubrutinib,1
10574,dr yan,1
10575,first,477
10576,bruce g raphael md,2
10577,primer día de doctorado,1
10578,ansiosa emocionada,1
10579,cll,1030
10580,hdac1,1
10581,johnpleonardmd,3
10582,bruton s tyrosine kinase btk inhibitor,2
10583,14 9,1
10584,matthew david md mmsc,2
10585,anthony mato,16
10586,md msce,5
10587,webinar,30
10588,asco amp eha,1
10589,cll w florence cymbalista,1
10590,hopitalavicenne vjhemonc eha_hematology,1
10591,19,519
10592,cll,1030
10593,goodbye boston,1
10594,2 brilliant year,1
10595,17,47
10596,2,415
10597,6 5 year,1
10598,tp53,94
10599,two,149
10600,only 24 hour,1
10601,the new england journal of medicine search result,1
10602,tp53,94
10603,cll,1030
10604,healthcare professional can,1
10605,dr jennifer woyach,6
10606,monday,17
10607,noon,4
10608,19,519
10609,koffman s,1
10610,12,77
10611,4,163
10612,one,163
10613,2,415
10614,undiacomohoy cll,1
10615,205,1
10616,article 3d,1
10617,cochrane prognostic,1
10618,cll,1030
10619,pérez carretero international journal of,1
10620,10 to 4,1
10621,glenora rugby league football club,1
10622,1931,1
10623,the cll session,1
10624,webinar discuss key cll,1
10625,tuesday aug 18th 10am pt,1
10626,la roche ltd abbvie inc,4
10627,ltd johnson,4
10628,johnson,16
10629,clinical pearl,1
10630,morning,18
10631,la roche ltd abbvie inc,4
10632,ltd johnson,4
10633,johnson,16
10634,anthonymatomd,19
10635,cll technical,1
10636,1 2 3 4 bullish,1
10637,this week,74
10638,la roche ltd abbvie inc,4
10639,ltd johnson,4
10640,johnson,16
10641,scan,4
10642,1 2 3,2
10643,al so4 gpss,1
10644,jesc,1
10645,cey,1
10646,scan result hammer,1
10647,adam cll,1
10648,afmc,1
10649,therapy w lydia,1
10650,tp53,94
10651,microrna disease association cll,1
10652,129 2,1
10653,tp53,94
10654,la roche ltd abbvie inc,4
10655,ltd johnson,4
10656,johnson,16
10657,saturday,21
10658,moody park,1
10659,kishen94 vaisanavy,1
10660,friday july 31,1
10661,idelalisib lymsm,2
10662,kerry rogers,4
10663,jill vershel,1
10664,first,477
10665,19,519
10666,2020 0154,1
10667,1,256
10668,101,15
10669,philip thompson,7
10670,sll,337
10671,2020,122
10672,american,82
10673,69 day,1
10674,3rd,18
10675,august 5,1
10676,2014,26
10677,al clinadvances,1
10678,week,8
10679,ugt2b17,3
10680,haitham khogeer,1
10681,el fakih cll,1
10682,uk cll,3
10683,friday,29
10684,august 18th,1
10685,1 pm eastern 10,1
10686,12 pm ct,1
10687,10 11,1
10688,cll,1030
10689,don,76
10690,july 29,2
10691,5,90
10692,ccr1,2
10693,plcγ2,4
10694,ibrutinib w paolo,1
10695,summer,8
10696,497 195 cluster,1
10697,genentech,81
10698,reddy s,1
10699,three,79
10700,mdpijcm specialissue advance,1
10701,31 march 2021,1
10702,001試験の全奏効率97,1
10703,ascend試験では病勢進行のない生存率が82,1
10704,john gribben md,3
10705,30 minute,4
10706,w,54
10707,w drs jeff,1
10708,obinutuzumab venetoclax v obinutuzumab chlorambucil w othman,1
10709,al sawaf,3
10710,cll,1030
10711,janssen,3
10712,jackcolvinpark oat,1
10713,22,20
10714,18,18
10715,6,80
10716,jack colvin,1
10717,webinar,30
10718,7 29,3
10719,jackcolvinpark,1
10720,today,361
10721,jan 2020,1
10722,cllsm lymsm,5
10723,11 2015,1
10724,american,82
10725,2019,142
10726,annual,95
10727,august 14th,2
10728,anthony mato,16
10729,md msce,5
10730,brian koffman,17
10731,cll,1030
10732,today,361
10733,rituximab,139
10734,2019,142
10735,5 6 billion,1
10736,medscapeedu w dr jennifer brown,1
10737,lrp2,1
10738,one day,5
10739,myeloid,56
10740,12 45pm,1
10741,few year ago,1
10742,w,54
10743,two,149
10744,3 4,12
10745,three,79
10746,more than half,3
10747,4,163
10748,india,38
10749,the united state,16
10750,covid19,10
10751,28 july,1
10752,ksa,1
10753,16 30,3
10754,4,163
10755,plcg2,15
10756,ibrutinib w lydia,1
10757,19,519
10758,un,89
10759,de capacitación,1
10760,la guía,1
10761,cll,1030
10762,brian,5
10763,india,38
10764,the united state,16
10765,2020,122
10766,the united state mmsm multiplemyeloma,1
10767,18,18
10768,august,15
10769,david dana,1
10770,institute usa,1
10771,brian koffman,17
10772,society usa cll,1
10773,this weekend,18
10774,2b,3
10775,0,18
10776,19,519
10777,millennium,1
10778,l p form,1
10779,8 3,2
10780,cure_magazine webinar,1
10781,jeff_sharman dbrandermd,1
10782,lamanna md,4
10783,7 22,1
10784,cme ce,1
10785,asco,29
10786,wednesday july 29,1
10787,o w w v pre rx,1
10788,anthonymatomd lroekermd,2
10789,tgtx phase,1
10790,1202,41
10791,08,2
10792,w,54
10793,2020,122
10794,genentech,81
10795,obinutuzumab venetoclaz tablet,1
10796,july 29,2
10797,glenn,2
10798,the early age of 28,1
10799,kenneth,2
10800,806,11
10801,79 year old,2
10802,cll الويبينار يوم,1
10803,29,15
10804,يوليو الساعة 5,1
10805,بالتوقيت,1
10806,المتحدة,1
10807,second,124
10808,nancy,3
10809,sharon,3
10810,sundaythoughts,1
10811,joseph,2
10812,mnda,1
10813,howick,1
10814,80 metre,1
10815,24,20
10816,section 1,1
10817,imbruvica plus rituximab,1
10818,15 109,1
10819,obinutuzumab w othman al sawaf,1
10820,10,90
10821,10,90
10822,us,45
10823,approximately one third,1
10824,each year,12
10825,md,24
10826,asco,29
10827,cd74,1
10828,176,3
10829,only 21,2
10830,thursday,25
10831,16 30,3
10832,first,477
10833,this saturday,7
10834,5th,14
10835,10th,6
10836,5,90
10837,brian koffman s,1
10838,this year,54
10839,7,49
10840,401,10
10841,south newjersey,1
10842,8,59
10843,pfs orr,2
10844,17p,159
10845,cll 中目黒リュージーズ 豪華メンバー,1
10846,楽しみ,1
10847,rituximab base,6
10848,the u s supreme court,1
10849,cll,1030
10850,south china,1
10851,3 4,12
10852,zanubrutinib obinutuzumab,2
10853,11,45
10854,ror1,25
10855,duvelisib pi3k,1
10856,nih,31
10857,sll,337
10858,rwjbarnabas rwjsomerset community,1
10859,mondaythoughts,1
10860,usouthflorida,1
10861,ck1ε,5
10862,5th,14
10863,around 40,2
10864,31,10
10865,one,163
10866,richmond,1
10867,grey lynn,1
10868,lymphomas,5
10869,3,390
10870,71,10
10871,166,3
10872,806,11
10873,the last few year,4
10874,wwierda drktakahashi doctorpemm,1
10875,kanagalshamanna ksondermann,1
10876,1,256
10877,2,415
10878,cd19,92
10879,8,59
10880,11,45
10881,19,519
10882,eric,15
10883,european,47
10884,cll,1030
10885,us food and drug administration,1
10886,20 16,1
10887,nj cll,1
10888,w,54
10889,doc,15
10890,cll,1030
10891,tung adme aas rai cll,1
10892,aavc,1
10893,iit,1
10894,cll,1030
10895,rtn jwng nfx,1
10896,2 30pm,3
10897,4,163
10898,next week,23
10899,3,390
10900,w,54
10901,collab w,1
10902,2020 summer,1
10903,this year,54
10904,last year,13
10905,2027,14
10906,the eha swg day,1
10907,food and drug administration,4
10908,2 30 pm,2
10909,veisarikid aquatechnics,1
10910,1 hour,3
10911,6 month,13
10912,today,361
10913,eric,15
10914,don,76
10915,tonight,51
10916,nadeu elia,1
10917,nhl,108
10918,today,361
10919,2014,26
10920,third,20
10921,tammi doesn,1
10922,1pm edt,1
10923,umbralisib tgtx,1
10924,kscc1603,1
10925,4 6,2
10926,asian,1
10927,non asian,1
10928,tonight,51
10929,8 0,2
10930,14,42
10931,cll,1030
10932,rituximab plus,4
10933,seven,4
10934,1 1b,3
10935,umbralisib lymsm,1
10936,ck1ε,5
10937,johnpleonardmd,3
10938,doc,15
10939,july 13,2
10940,14 15 w drs andrew,1
10941,roger strair rajat,2
10942,kathy toomey seth cohen,1
10943,robert grossman rwjuh,1
10944,umbralisib preserve treg cell,1
10945,cll v idelalisib,1
10946,duvelisib,18
10947,ck1ε,5
10948,59,7
10949,81,17
10950,three,79
10951,at least one,37
10952,ck1ε,5
10953,25,22
10954,sll,337
10955,tgtx tg,21
10956,nhl,108
10957,weekly,9
10958,next week,23
10959,april,12
10960,this morning,43
10961,200 mile,1
10962,19,519
10963,birc3,10
10964,india,38
10965,the past 30 day,1
10966,july 8 8 00 pm edt,1
10967,hwg rmmc,1
10968,vrp,1
10969,xar,1
10970,w7l,1
10971,doc,15
10972,july 13,2
10973,15,48
10974,roger strair rajat,2
10975,kathleen toomey seth cohen,1
10976,robert grossman,2
10977,last today,1
10978,first,477
10979,2020 season,1
10980,1pm 16th july,1
10981,uk cll haematology,1
10982,rnas lncrnas,1
10983,langerhans,5
10984,polish,5
10985,tomorrow,85
10986,don,76
10987,cll,1030
10988,montserrat,4
10989,20 year,7
10990,august 14th,2
10991,new jersey cll community register now,1
10992,3,390
10993,50 people night,1
10994,cll webinar,4
10995,8,59
10996,michael choi md,2
10997,the year,28
10998,april 2020,2
10999,cll,1030
11000,rituximab,139
11001,obinutuzumab ibrutininb,1
11002,5,90
11003,covidー19 2,1
11004,julybirthday,1
11005,1 2,52
11006,itga4,2
11007,july,13
11008,2,415
11009,mazyar shadman,7
11010,only 2 week,4
11011,2030,3
11012,11q trisomy,1
11013,12,77
11014,notch1,40
11015,birc3,10
11016,md oncology institute of southern switzerland,1
11017,scan result expansion,1
11018,gmr,1
11019,jog bhmg,1
11020,scan result macd,1
11021,swg,1
11022,ssty,1
11023,52 week,2
11024,bnzl,1
11025,scan result cross,1
11026,50 dma,1
11027,daily,35
11028,dow dia dia,1
11029,ko ko goog,1
11030,htz htz ltc ltc,1
11031,nclh nclh,1
11032,15,48
11033,robert grossman,2
11034,obinutuzumab,114
11035,this morning,43
11036,13,24
11037,cll,1030
11038,cd19,92
11039,100,50
11040,eight year,2
11041,161p,1
11042,43,9
11043,los angeles,2
11044,cll,1030
11045,43,9
11046,fda,889
11047,s cirmtuzumab v mantle cell,1
11048,david lauterstein,1
11049,nasty pig inc,1
11050,2020,122
11051,lgbtq cll cowanliebowitz,1
11052,cirmtuzumab ror1 antibody,5
11053,cirmtuzumab ror1 antibody,5
11054,cirmtuzumab ror1 antibody,5
11055,cirmtuzumab ror1 antibody,5
11056,june 30 08 00 00,1
11057,cirmtuzumab ror1 antibody,5
11058,cd20,38
11059,19,519
11060,2023,11
11061,19,519
11062,leucemialinfocíticacrónica,1
11063,chécalo ya,1
11064,phd,8
11065,anne marten,1
11066,david,10
11067,helen knight,2
11068,lucius pharma,1
11069,10,90
11070,100,50
11071,cll,1030
11072,sll,337
11073,6 29 and 7 22,1
11074,janrynne nylcandcll,1
11075,don,76
11076,tomorrow,85
11077,11,45
11078,john pagel,14
11079,june 2020,1
11080,four,58
11081,936,1
11082,233c,1
11083,one,163
11084,more than 152,1
11085,cd3xcd19 dart molecule treatment,2
11086,august 10 2011,1
11087,three,79
11088,venice,3
11089,sll,337
11090,10,90
11091,million,3
11092,9,58
11093,8,59
11094,7,49
11095,6,80
11096,5,90
11097,17p,159
11098,4,163
11099,3,390
11100,2,415
11101,today,361
11102,two,149
11103,1,256
11104,oncoalert prognostic,1
11105,oncoalert genetics,1
11106,hematology lymsm cllsm,1
11107,daily,35
11108,five,18
11109,cll,1030
11110,grpetersen1,1
11111,obinutuzumab chlorambucil,7
11112,slamf1,2
11113,between 1990 and,1
11114,2017,121
11115,new article autoimmune hemolytic,1
11116,2,415
11117,two,149
11118,mary ann anderson,2
11119,john seymour,19
11120,mosaic chromosomal,1
11121,35,12
11122,90,23
11123,t_cell,2
11124,68 year old,5
11125,ror1,25
11126,cll,1030
11127,notch2,1
11128,notch3,1
11129,korean,4
11130,2020,122
11131,5 korean,1
11132,hematology cll lymsm,1
11133,first,477
11134,19,519
11135,2020 2026,2
11136,a multicenter phase,3
11137,2020,122
11138,snss resume,1
11139,8am,6
11140,2,415
11141,1b 2,1
11142,2026,9
11143,fda,889
11144,wednesday,10
11145,the day,16
11146,jmolldrem aacr20,1
11147,annual,95
11148,nikos sousos,1
11149,ibcl2,1
11150,the era of next,8
11151,the era of next,8
11152,the era of next,8
11153,first,477
11154,17p,159
11155,tobyeyre82,7
11156,smart multi,1
11157,the era of next,8
11158,502,1
11159,olfm4 stat3,1
11160,cd19,92
11161,28z,1
11162,god,3
11163,2020,122
11164,moreno cll,1
11165,the era of next,8
11166,gabriela forestieri institute of oncology,1
11167,cd40,16
11168,andy rawstron,1
11169,1,256
11170,anne sophie,1
11171,univlyon1,1
11172,icll07,2
11173,interview w carsten niemann,1
11174,eric study,2
11175,plcg2,15
11176,al sawaf,3
11177,ven obinutuzumab,1
11178,50,30
11179,more than 2 year,1
11180,arnon kater,11
11181,cuh_cork,2
11182,janrynne annemariemurphe,1
11183,the university of eastern piedmont,1
11184,today,361
11185,tanya siddiqi,3
11186,venice,3
11187,first,477
11188,italy,5
11189,article tp53,2
11190,w othman al sawaf,1
11191,13th,1
11192,annual,95
11193,thursday night,1
11194,1,256
11195,1st,83
11196,9th,5
11197,municz soc jcmm,1
11198,5,90
11199,junyan lu viktorlu_1118,1
11200,19,519
11201,webinar provisional date,1
11202,wednesday 15th july,1
11203,13 00,2
11204,ben kennedy,5
11205,24 month,10
11206,oncoalert btk inhibitor,1
11207,two,149
11208,seemaalibhat1,5
11209,bhgg bsd,1
11210,vermont s,1
11211,june 4th 2020,1
11212,cll,1030
11213,plcg2,15
11214,anorexia,1
11215,agg,1
11216,cd20,38
11217,fmc7,2
11218,cll2,11
11219,58,10
11220,42,7
11221,0 001,4
11222,80 5,1
11223,june 18,1
11224,debbiemstephens mshadman,1
11225,kimberly hanson,1
11226,dr susan leclair,4
11227,leuke via,1
11228,3 mo,1
11229,176,3
11230,michaelrynne1,4
11231,72 year old,2
11232,30 year,3
11233,noonan,1
11234,hetero healthcare launch,1
11235,congress,25
11236,colleague s ansell,1
11237,andregoymd,1
11238,andrew ip,1
11239,susan m,7
11240,cll,1030
11241,today,361
11242,99282,3
11243,99282,3
11244,99282,3
11245,2025,22
11246,19,519
11247,the european hematology association eha congress watch,1
11248,australia,19
11249,plcg2,15
11250,steve,2
11251,lynn,2
11252,flagday,1
11253,al zanubrutinib obinutuzumab,1
11254,anticd20 2,1
11255,39,8
11256,week,8
11257,june 16th,1
11258,12 pm edt,1
11259,18 00,2
11260,italian,4
11261,italiana contro,1
11262,leucemie,1
11263,next week,23
11264,novara,1
11265,covid lymsm,1
11266,less than 24 hour,2
11267,cll,1030
11268,andrewschorr michelenadeemb,1
11269,12 month,10
11270,rawstron et,1
11271,1st 2 month,1
11272,hear lydia,1
11273,scarfo et al btk,1
11274,50,30
11275,w,54
11276,16,22
11277,michallet et al,1
11278,0 01,2
11279,9,58
11280,obinutuzumab mrd,1
11281,120 130,1
11282,selective btk inhibitor,2
11283,second,124
11284,5 7 day,1
11285,19,519
11286,14 00,3
11287,inhl anhl hodgkinlymphom,1
11288,10,90
11289,2020,122
11290,sll,337
11291,128,3
11292,spanish,26
11293,dr lee,1
11294,cirmtuzumab,8
11295,first,477
11296,1102,7
11297,this week,74
11298,5 4,1
11299,2 4,3
11300,this week 18 0,1
11301,51,4
11302,7,49
11303,9,58
11304,10,90
11305,arnon kater,11
11306,venice,3
11307,obinutuzumab chlorambucil rituximab chlorambucil,1
11308,rituximab bendamustine,2
11309,geht s los unser,1
11310,regsitrieren hematology,1
11311,congress,25
11312,sll,337
11313,7,49
11314,600,18
11315,1st week,1
11316,drraulcordoba,4
11317,spanish,26
11318,10 22,2
11319,pll,3
11320,1q,1
11321,wednesday,10
11322,peter,15
11323,european hematology association eha,1
11324,monday june 29,1
11325,2020,122
11326,30 pm,1
11327,6,80
11328,linfática crónica,5
11329,1,256
11330,el anciano,1
11331,2 25,1
11332,3,390
11333,4,163
11334,5,90
11335,70 6,1
11336,cd38,19
11337,70,36
11338,mal,2
11339,first,477
11340,vrs,2
11341,gama,1
11342,sym,1
11343,mougiakakos,1
11344,1 5,4
11345,spanish,26
11346,third,20
11347,2011,11
11348,cll,1030
11349,jennifer woyach,10
11350,73 year old,3
11351,dr jennifer,10
11352,10,90
11353,spanish,26
11354,3,390
11355,806,11
11356,arql loxo,1
11357,kll kroniklenfositiklösemi,1
11358,memorialataşehirhematoloji obinutuzumab profdrhisari,1
11359,june 10,1
11360,6 10 6 29,1
11361,sll,337
11362,8130290915,1
11363,10,90
11364,china,27
11365,cambodia,1
11366,indonesia,1
11367,canada,55
11368,malaysia,2
11369,thailand,1
11370,vietnam,4
11371,hong kong,2
11372,iraq,1
11373,estonia,1
11374,third,20
11375,2 1,6
11376,china,27
11377,brukinsa zanubrutinib,12
11378,at least one,37
11379,oxford gene technology,1
11380,cll,1030
11381,cnv,2
11382,one,163
11383,cd19,92
11384,june 11th,1
11385,8,59
11386,60 minute,3
11387,ed bradley,3
11388,thursday,25
11389,mount sinai hospital,2
11390,manhattan,2
11391,august 29 2012,1
11392,2017,121
11393,nationalcancersurvivorsday,1
11394,cll,1030
11395,around 3 5,1
11396,1 year,7
11397,117,1
11398,2,415
11399,autoimmune hemolytic anemia association,2
11400,ken hill,1
11401,8 year,3
11402,ncsd2020,1
11403,ed bradley,3
11404,thursday,25
11405,mount sinai hospital,2
11406,manhattan,2
11407,60 minute,3
11408,65,20
11409,cirmtuzumab plus imbruvica,1
11410,ror1,25
11411,246,3
11412,14,42
11413,2020,122
11414,2012,7
11415,burnout 2020,1
11416,sgi,1
11417,mike boston,2
11418,china,27
11419,american,82
11420,2019,142
11421,annual,95
11422,2019,142
11423,brukinsa zanubrutinib,12
11424,china,27
11425,cll,1030
11426,clinical pharmacist involvement,1
11427,3,390
11428,cll,1030
11429,asco2020,2
11430,richter s,9
11431,61,5
11432,2 8,5
11433,17p,159
11434,china,27
11435,7 17 36am,1
11436,china,27
11437,w constantine tam,1
11438,tomorrow,85
11439,100,50
11440,medivizor zanubrutinib,1
11441,nih,31
11442,uk,64
11443,cll,1030
11444,ror1,25
11445,cll,1030
11446,annual,95
11447,39,8
11448,2,415
11449,6 month,13
11450,cd20,38
11451,11q,13
11452,del lymsm,1
11453,hun ju lee,1
11454,congress asco20,1
11455,rituximab,139
11456,cd20,38
11457,50,30
11458,asco lymphomahub,1
11459,about 50,1
11460,the first day,2
11461,2020,122
11462,first,477
11463,2018,117
11464,w rituximab,6
11465,lrf s covid 19,1
11466,at least 12 15 month,1
11467,myeloid,56
11468,corona,4
11469,carlos carrasco didn,1
11470,his 12th,1
11471,first,477
11472,two,149
11473,cd19,92
11474,56th,8
11475,american,82
11476,june 4,1
11477,2pm est,1
11478,56th,8
11479,56th,8
11480,american,82
11481,annual,95
11482,56th,8
11483,american,82
11484,annual,95
11485,tgtx tg,21
11486,3,390
11487,56th,8
11488,american,82
11489,annual,95
11490,tgtx tg,21
11491,3,390
11492,56th,8
11493,american,82
11494,annual,95
11495,3,390
11496,56th,8
11497,american,82
11498,annual,95
11499,tgtx tg,21
11500,3,390
11501,56th,8
11502,american,82
11503,annual,95
11504,zuckersom monashhealth ucalgary nufeinbergmed mdandersonnews,1
11505,16 year,1
11506,american,82
11507,rozovski,1
11508,today,361
11509,1 march 2016,1
11510,krebsforschung maßstäbe,1
11511,3,390
11512,worldbloodcancerday,1
11513,asco,29
11514,a week and a half,1
11515,oxford,12
11516,scan,4
11517,fda,889
11518,rituximab,139
11519,sll,337
11520,notch1,40
11521,3,390
11522,corona,4
11523,haar cll,1
11524,kdjhaveri leukemiarf,1
11525,notch1,40
11526,transcription,21
11527,al haematologica,2
11528,2020,122
11529,105,4
11530,1390,1
11531,19,519
11532,cancernetwrk,6
11533,ton mct mano,1
11534,1,256
11535,806,11
11536,4wd,1
11537,0139449473,1
11538,american,82
11539,philadelphia,5
11540,a few minute,2
11541,mcl 12 rx naïve,1
11542,33,6
11543,88,11
11544,92,11
11545,86,2
11546,drs brown,1
11547,19,519
11548,brian koffman,17
11549,1percent,1
11550,niaid,1
11551,duvelisib,18
11552,bjh article,1
11553,cd38,19
11554,sytuacja chorych,1
11555,choroby rzadkie w czasie,1
11556,klrwp,1
11557,april 17th,1
11558,covid 19,41
11559,cll,1030
11560,covidー19,13
11561,covid_19,7
11562,about 1 hour,1
11563,anthonymatomd,19
11564,19,519
11565,oncoalert international prognostic score,1
11566,runx1,1
11567,1st,83
11568,john,34
11569,12,77
11570,tp53,94
11571,abbvieuk,3
11572,a good few year,1
11573,3 year ago,4
11574,cll14 update 3y,1
11575,0 33,2
11576,47,8
11577,17 ven vs,1
11578,tomorrow,85
11579,5 6 pm,1
11580,19,519
11581,151p,1
11582,the current year,1
11583,115p,1
11584,first,477
11585,half,11
11586,cll,1030
11587,first,477
11588,half,11
11589,first,477
11590,half,11
11591,19,519
11592,the era of next,8
11593,the era of next,8
11594,study group,6
11595,2,415
11596,ugt2b17,3
11597,2208,2
11598,brck igp pat,1
11599,sun cll,1
11600,cd19,92
11601,asco s journal of clinical oncology,1
11602,2019,142
11603,20,40
11604,medicare,22
11605,first,477
11606,ian flinn,4
11607,acp bekijkt vergoeding,1
11608,leukemie cll nationale,1
11609,cll,1030
11610,120,2
11611,last year,13
11612,this weekend,18
11613,pot1,7
11614,friday 22 may 2020,1
11615,cll,1030
11616,healthcare cll,1
11617,123,4
11618,cll,1030
11619,cd19,92
11620,123,4
11621,2,415
11622,next thursday,3
